system,year,quarter,region,SEX,age_group,OCCUPATION,labor_force_sta,value,unit,source
ในระบบ,2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ช่วยธุรกิจครัวเรือน,รวม,13.92,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ลูกจ้างรัฐบาล,หางานทำ,4.27,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,9.65,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,การรวมกลุ่ม,รวม,13.32,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,นายจ้าง,หางานทำ,0.49,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,12.83,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ช่วยธุรกิจครัวเรือน,รวม,17.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ลูกจ้างรัฐบาล,หางานทำ,2,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,15.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,การรวมกลุ่ม,รวม,17.35,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,นายจ้าง,หางานทำ,1.3,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,16.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ช่วยธุรกิจครัวเรือน,รวม,12.79,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ลูกจ้างรัฐบาล,หางานทำ,1.88,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,10.91,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,หญิง,15-19 ปี,การรวมกลุ่ม,รวม,8.8,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,นายจ้าง,หางานทำ,2.83,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,5.97,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ช่วยธุรกิจครัวเรือน,รวม,14.68,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ลูกจ้างรัฐบาล,หางานทำ,2.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,12.43,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ชาย,15-19 ปี,การรวมกลุ่ม,รวม,15.69,พันคน,สำนักงานสถิติแห่งชาติ
